3	467	3	4.84375	2.1875	-5.71875	
3	469	3	10.984375	2.15625	-5.71875	
3	626	3	17.734375	2.046875	-5.609375	
3	822	3	25.09375	2.265625	-5.578125	
3	842	3	32.671875	1.875	-5.546875	
3	862	3	40.15625	2.078125	-5.46875	
3	882	3	47.328125	2.21875	-5.203125	
3	902	3	53.96875	2.4375	-5.09375	
3	922	3	59.9375	2.40625	-5.046875	
3	943	3	65.296875	2.34375	-5.1875	
3	963	3	70.0	2.625	-5.234375	
3	984	3	73.9375	2.609375	-5.21875	
3	1004	3	74.375	2.40625	-5.328125	
3	1023	3	78.984375	2.1875	-5.4375	
3	1044	3	79.40625	2.734375	-5.4375	
3	1064	3	83.609375	2.546875	-5.4375	
3	1084	3	83.875	2.4375	-5.125	
3	1104	3	84.171875	-0.140625	1.203125	
3	1124	3	84.4375	0.8125	-2.078125	
3	1145	3	84.671875	1.625	-4.5625	
3	1164	3	84.890625	1.734375	-5.015625	
3	1184	3	85.078125	2.46875	-5.65625	
3	1204	3	85.25	2.65625	-5.796875	
3	1224	3	85.421875	2.34375	-5.375	
3	1245	3	85.578125	2.515625	-5.0625	
3	1265	3	85.71875	2.34375	-5.09375	
3	1285	3	85.84375	2.40625	-5.15625	
3	1307	3	85.96875	2.65625	-5.46875	
3	1325	3	86.078125	2.234375	-5.296875	
3	1345	3	86.1875	2.515625	-5.375	
3	1365	3	86.296875	1.90625	-5.203125	
3	1385	3	86.390625	2.09375	-4.9375	
3	1406	3	86.46875	2.296875	-5.203125	
3	1426	3	86.546875	2.34375	-5.15625	
3	1445	3	86.625	2.46875	-5.40625	
3	1466	3	86.703125	2.234375	-5.265625	
3	1486	3	86.765625	2.578125	-5.375	
3	1506	3	86.828125	2.734375	-5.40625	
3	1526	3	86.875	2.71875	-5.578125	
3	1546	3	86.921875	2.6875	-5.6875	
3	1566	3	86.96875	2.796875	-5.578125	
3	1587	3	87.015625	2.609375	-5.4375	
3	1607	3	87.0625	2.71875	-5.46875	
3	1627	3	87.109375	2.15625	-5.65625	
3	1647	3	87.140625	2.578125	-5.578125	
3	1667	3	87.1875	2.046875	-5.546875	
3	1687	3	87.234375	2.09375	-4.8125	
3	1708	3	87.28125	2.0625	-5.046875	
3	1729	3	87.3125	2.1875	-5.015625	
3	1748	3	87.34375	2.34375	-4.734375	
3	1768	3	87.375	1.484375	-4.984375	
3	1788	3	87.390625	2.375	-5.15625	
3	1808	3	87.40625	2.734375	-5.71875	
3	1833	3	87.421875	2.828125	-6.453125	
3	1851	3	87.4375	2.578125	-6.59375	
3	1871	3	87.453125	2.578125	-5.9375	
3	1891	3	87.46875	2.609375	-5.890625	
3	1912	3	87.484375	2.75	-5.71875	
3	1933	3	87.515625	2.375	-5.609375	
3	1953	3	87.53125	2.890625	-5.40625	
3	1978	3	87.546875	3.078125	-5.546875	
3	1993	3	87.546875	3.078125	-5.546875	
3	2015	3	87.546875	2.90625	-5.578125	
3	2034	3	87.5625	2.65625	-5.484375	
3	2055	3	87.578125	2.765625	-5.046875	
3	2074	3	87.609375	2.015625	-5.0625	
3	2095	3	87.625	2.125	-5.015625	
3	2120	3	87.640625	1.9375	-4.9375	
3	2136	3	87.65625	1.9375	-4.9375	
3	2160	3	87.671875	1.84375	-5.0625	
3	2175	3	87.6875	2.21875	-5.1875	
3	2196	3	87.703125	1.8125	-5.125	
3	2220	3	87.703125	2.796875	-5.4375	
3	2236	3	87.6875	2.796875	-5.4375	
3	2263	3	87.671875	2.484375	-5.15625	
3	2297	3	87.65625	2.734375	-5.328125	
3	2318	3	87.640625	2.6875	-5.4375	
3	2336	3	87.640625	2.15625	-5.484375	
3	2356	3	87.640625	2.609375	-5.375	
3	2378	3	87.640625	2.265625	-5.828125	
3	2401	3	87.640625	2.1875	-5.71875	
3	2418	3	87.640625	2.1875	-5.71875	
3	2441	3	87.640625	2.34375	-5.71875	
3	2456	3	87.65625	2.09375	-5.4375	
3	2476	3	87.65625	2.375	-5.09375	
3	2496	3	87.65625	2.96875	-4.765625	
3	2517	3	87.671875	2.09375	-4.421875	
3	2539	3	87.671875	2.65625	-5.296875	
3	2557	3	87.671875	2.65625	-5.296875	
3	2580	3	87.6875	1.671875	-3.953125	
3	2601	3	87.71875	1.59375	-4.109375	
3	2621	3	87.75	1.65625	-4.265625	
3	2641	3	87.78125	1.796875	-4.796875	
3	2662	3	87.8125	1.40625	-5.1875	
3	2682	3	87.828125	2.515625	-4.109375	
3	2701	3	87.859375	2.046875	-4.796875	
3	2721	3	87.84375	4.34375	-5.046875	
3	2742	3	87.84375	2.90625	-6.8125	
3	2762	3	87.84375	3.359375	-6.421875	
3	2782	3	87.859375	3.390625	-5.75	
3	2802	3	87.875	3.390625	-5.328125	
3	2826	3	87.890625	3.140625	-4.796875	
3	2842	3	87.921875	3.015625	-4.65625	
3	2863	3	87.953125	2.90625	-5.09375	
3	2883	3	87.984375	2.40625	-4.734375	
3	2903	3	88.015625	2.234375	-5.078125	
