1	406	3	-0.626536	-0.12258313	9.833891	
1	408	3	-0.626536	-0.12258313	9.779409	
1	410	3	-0.626536	-0.14982383	9.779409	
1	413	3	-0.61291564	-0.12258313	9.752169	
1	414	3	-0.626536	-0.13620348	9.833891	
1	415	3	-0.626536	-0.12258313	9.80665	
1	415	3	-0.61291564	-0.12258313	9.724928	
1	416	3	-0.61291564	-0.12258313	9.724928	
1	416	3	-0.6401563	-0.12258313	9.724928	
1	417	3	-0.667397	-0.12258313	9.833891	
1	418	3	-0.626536	-0.13620348	9.833891	
1	419	3	-0.61291564	-0.13620348	9.847511	
1	419	3	-0.626536	-0.14982383	9.833891	
1	439	3	-0.61291564	-0.12258313	9.847511	
1	459	3	-0.58567494	-0.06810174	9.779409	
1	479	3	-0.5720546	-0.06810174	9.820271	
1	499	3	-0.58567494	-0.08172209	9.820271	
1	519	3	-0.5720546	-0.08172209	9.80665	
1	539	3	-0.55843425	-0.12258313	9.752169	
1	559	3	-0.5992953	-0.10896278	9.80665	
1	579	3	-0.5720546	-0.13620348	9.779409	
1	600	3	-0.58567494	-0.14982383	9.779409	
1	619	3	-0.58567494	-0.13620348	9.779409	
1	640	3	-0.5720546	-0.13620348	9.765789	
1	660	3	-0.61291564	-0.12258313	9.80665	
1	682	3	-0.626536	-0.12258313	9.80665	
1	702	3	-0.61291564	-0.17706452	9.80665	
1	722	3	-0.61291564	-0.14982383	9.79303	
1	743	3	-0.5992953	-0.095342435	9.80665	
1	764	3	-0.5992953	-0.05448139	9.820271	
1	784	3	-0.5992953	-0.13620348	9.765789	
1	805	3	-0.6401563	-0.14982383	9.820271	
1	824	3	-0.61291564	-0.14982383	9.915613	
1	844	3	-0.667397	-0.12258313	9.874752	
1	865	3	-0.6401563	-0.12258313	9.820271	
1	884	3	-0.5720546	-0.12258313	9.888372	
1	905	3	-0.58567494	-0.12258313	9.847511	
1	927	3	-0.626536	-0.095342435	9.697687	
1	946	3	-0.5992953	-0.08172209	9.738548	
1	966	3	-0.61291564	-0.12258313	9.80665	
1	986	3	-0.58567494	-0.12258313	9.79303	
1	1007	3	-0.5992953	-0.14982383	9.711308	
1	1026	3	-0.5992953	-0.10896278	9.929234	
1	1046	3	-0.626536	-0.14982383	9.861132	
